Dewitt,26348
Rosenberg,26307
Simms,26287
Woodruff,26286
Brandon,26284
Romo,26283
Hutchins,26251
Kirkpatrick,26251
Corbett,26246
Granados,26187
Rossi,26183
Goss,26179
Lott,26174
Leyva,26153
Hinojosa,26146
Gil,26112
Crabtree,26104
Grady,26103
Mcclellan,26060
Kumar,25986
Fraser,25961
Rico,25954
Bingham,25941
Soriano,25916
Sterling,25894
Fonseca,25863
Madrid,25854
Emery,25839
Singer,25828
Aragon,25801
Aquino,25783
Elmore,25774
Worley,25758
Simons,25755
Quezada,25752
Ott,25738
Ocampo,25720
Aviles,25716
Nieto,25701
Ervin,25698
Gore,25648
Shafer,25641
Weston,25637
Xu,25622
Plummer,25596
Michel,25578
Paz,25574
Yanez,25563
Gregg,25554
Abrams,25534
Smart,25528
Beatty,25510
Serna,25503
Meier,25486
Robison,25450
Swartz,25444
Seymour,25436
Gleason,25416
Vela,25414
Padgett,25413
Ackerman,25401
Heller,25373
Ziegler,25351
Vinson,25341
Eldridge,25299
Pina,25293
Schumacher,25292
Akers,25290
Roe,25286
Tomlinson,25274
Mayes,25256
Zheng,25242
Albright,25189
Burgos,25169
Swain,25157
Manley,25136
Helton,25118
Song,25110
Quick,25091
Leslie,25078
Stern,25074
Givens,25067
Tipton,25064
Coffman,24980
Greenwood,24971
Curran,24969
Childress,24937
Fish,24924
Elkins,24902
Daley,24901
Lowry,24895
Angel,24895
Solano,24881
Duong,24870
Edmonds,24857
Gomes,24827
Buckner,24822
Walden,24821
Hutchison,24820
Griggs,24819
Nix,24786
Clifton,24758
Thomson,24750
Yarbrough,24749
Mccauley,24743
Elias,24696
Jacob,24688
Meredith,24679
Mcelroy,24668
Groves,24629
Uribe,24612
Hoskins,24581
Bowden,24560
Tatum,24558
Schafer,24543
Field,24543
Bustamante,24536
Stover,24526
Teague,24514
Gunter,24513
Burrell,24504
Funk,24419
Crowder,24396
Schulz,24385
Sanderson,24384
Canales,24384
Tolbert,24375
Lund,24347
Blue,24341
Kay,24337
Draper,24337
Shapiro,24335
Whalen,24262
Navarrete,24259
Gamez,24256
Swift,24249
Inman,24222
Crews,24219
Kurtz,24216
Stroud,24211
Blanton,24154
Reece,24145
Liang,24140
Francisco,24095
Crow,24089
Bloom,24081
Sun,24058
Tompkins,24056
Jung,24026
Nance,24018
Anaya,24017
Mckinley,24000
Olivares,23982
Newsome,23958
Thurman,23950
Helms,23949
Metcalf,23946
Goldman,23940
Schmitz,23931
Crouch,23923
Mcmanus,23909
Arevalo,23895
Horner,23881
Conklin,23846
Holbrook,23843
Neely,23843
Hollingsworth,23831
Clement,23830
Devine,23775
Crockett,23769
Benavides,23761
Bullard,23755
Louis,23738
Steiner,23735
Coates,23725
Drew,23722
Bowles,23713
Payton,23670
Chappell,23634
Amos,23621
Hagen,23616
Phipps,23610
Self,23595
Larkin,23578
Poe,23563
Pritchard,23549
Masters,23533
Gunn,23524
Jeffries,23510
Dooley,23481
Pagan,23474
Mcghee,23461
Post,23458
Montalvo,23454
Zhou,23437
Prado,23436
Heard,23408
Lord,23405
Thao,23404
Connelly,23398
Driscoll,23385
Dubois,23366
Feldman,23356
Coker,23348
Dickey,23320
Pollock,23310
Kimball,23293
Rainey,23291
Ivey,23263
Gee,23241
Butts,23227
Maher,23222
Jewell,23187
Barragan,23176
Machado,23170
Rubin,23165
Reynoso,23143
Wesley,23135
Hidalgo,23134
Cabral,23128
Samuel,23125
Lacy,23110
Gallo,23056
Egan,23048
Aldridge,23034
Swenson,23009
Swan,23001
Stratton,22983
Hinkle,22983
Butcher,22978
Ornelas,22969
Forrest,22954
Colbert,22940
Aleman,22927
Rodriquez,22892
Arrington,22840
Goins,22837
Whaley,22833
Esposito,22789
Neff,22764
Mead,22727
Casillas,22710
Lilly,22662
Biggs,22641
Yeager,22634
Godwin,22628
Sprague,22610
Rosen,22596
Quintanilla,22581
Otto,22558
Billings,22553
Connell,22552
Temple,22549
Boswell,22540
Colvin,22499
Koenig,22499
Erwin,22496
Tellez,22494
Norwood,22461
Milligan,22416
Ames,22385
Purcell,22383
Ludwig,22380
Souza,22373
Huggins,22371
Amador,22370
Dunham,22362
Goode,22356
Kauffman,22353
Piper,22329
Oleary,22329
Cuellar,22324
Steward,22318
Winn,22316
Gary,22310
Zhao,22301
Sewell,22294
Browne,22289
Ramey,22287
Davison,22276
Clifford,22245
Stahl,22211
Ybarra,22211
Samuels,22207
Dukes,22187
Sheridan,22177
Snell,22177
Vickers,22176
Cartwright,22156
Link,22137
Blackmon,22130
Bunch,22117
Grimm,22103
Meade,22091
Silver,22052
Ojeda,22045
Geiger,22039
Dodge,22035
Kraft,22035
Lujan,22021
Babcock,22016
Hand,22006
Winkler,21993
Painter,21969
Regan,21951
Bragg,21934
Engel,21933
Valadez,21859
Carbajal,21838
Redmond,21834
Jarrett,21821
Bolden,21819
Wolff,21815
Thorpe,21813
Hassan,21801
Hadley,21771
Healy,21751
Mcdonough,21739
Shin,21735
Grove,21732
Block,21717
Peacock,21712
Ohara,21710
Hammer,21709
Feliciano,21667
Winston,21667
Betancourt,21663
Beaver,21640
Godinez,21640
Kilgore,21627
Mcgraw,21614
Dahl,21598
Diamond,21586
Pimentel,21579
Cornell,21558
Arreola,21540
Siegel,21536
Hankins,21532
Raines,21518
Thacker,21512
Sadler,21504
Sotelo,21455
Dugan,21455
Cote,21446
Bower,21445
Miner,21439
Brantley,21395
Sheets,21384
Sherwood,21384
Pinto,21366
Doss,21366
Stiles,21357
Willard,21352
Waddell,21301
Stanford,21295
Latham,21277
Zhu,21265
Irvin,21263
Matos,21258
Gagnon,21208
Carlton,21202
Tidwell,21176
Lovell,21171
Hoyt,21169
Spivey,21161
Jean,21140
Land,21116
Patino,21113
Marrero,21109
Hager,21106
Hurt,21037
Ash,21030
Hagan,21017
Brito,21007
Lanier,20997
Zarate,20992
Major,20977
Escamilla,20958
Otero,20937
Henley,20934
Dick,20923
Voss,20911
Greenberg,20897
Finn,20852
Venegas,20851
Mcneal,20778
Metzger,20771
Coulter,20757
Beal,20752
Crump,20737
Jorgensen,20731
Maurer,20707
Kearney,20706
Cummins,20705
Ferris,20703
Milton,20703
Timmons,20671
Palma,20636
Escalante,20626
Cahill,20623
Schaffer,20614
Guidry,20600
Yee,20591
Kruse,20584
Mcmullen,20545
Hurd,20540
Castle,20534
Valdes,20527
Mcwilliams,20523
Leung,20496
Holliday,20491
Houser,20484
Bassett,20482
Thomason,20478
Sapp,20448
Tripp,20434
Galvez,20425
Eubanks,20424
Hilliard,20377
Crocker,20370
Caruso,20367
Alonzo,20367
Barnard,20366
Deal,20366
Metz,20366
Carlisle,20365
Hargrove,20360
Keenan,20353
North,20343
Dasilva,20338
Ledesma,20311
Messer,20306
Westbrook,20284
Root,20284
Hackett,20278
Posey,20263
Fountain,20193
Cornelius,20160
Benoit,20160
Barnhart,20157
Rendon,20143
Hannah,20138
Pedersen,20135
Stubbs,20134
Starks,20130
Sizemore,20116
Epps,20112
Olivas,20106
Bergeron,20073
Roper,20065
Hightower,20065
Paige,20063
Urban,20058
